id,title,release_date,director,actors,genres,vote_average,poster_path,overview,ubicacion
11897,How the West Was Won,1962-11-02,John Ford,"Carroll Baker, Lee J. Cobb, Henry Fonda, Carolyn Jones, Karl Malden",Western,7.0,/rmwc89VMQR4rUSDfakd0Z6GyF6q.jpg,"La expansión hacia el Oeste protagonizada por los colonos, la anexión de Texas y la incorporación de Arizona, Nuevo México y California tras una guerra que se salda con la victoria de los Estados Unidos suponen un avance espectacular de la frontera norteamericana hacia el Pacífico. La película consta de cuatro episodios sobre la colonización del Oeste que tienen lugar entre 1830 y 1890. Los dos primeros y el último, fueron dirigidos por Hathaway, y el tercero, por Marshall, pero incluye también un interludio, dirigido por John Ford, ambientado en la guerra de Secesión, con un diálogo entre los generales nordistas Sherman y Grant.",H
14881,Joe Kidd,1972-07-19,John Sturges,"Clint Eastwood, Robert Duvall, John Saxon, Don Stroud, Stella Garcia","Western,Drama",6.415,/gwVL6a6ZPijqM5hB4n2Ztg1akWY.jpg,"Frank Harlam es un rico aristócrata norteamericano que contrata los servicios de Joe Kidd, un pistolero errante, para que acabe con un grupo de bandidos mexicanos que asola la región.",J
14677,Last Train from Gun Hill,1959-07-29,John Sturges,"Kirk Douglas, Anthony Quinn, Earl Holliman, Carolyn Jones, Brad Dexter",Western,7.092,/hXbBkFAcJZBHH629Kj4Ujrq1r2l.jpg,"El sheriff Matt Morgan (Kirk Douglas) ha jurado llevar ante la justicia al asesino de su esposa, una joven india. Su tarea se complica cuando se entera de que el padre del sospechoso es un viejo amigo suyo, el ganadero Craig Belden (Anthony Quinn). A pesar de todo, Morgan está decidido a arrestar al hijo de Craig y marcharse con él en el tren de las 9:00.",G
42500,Lawman,1971-03-11,Michael Winner,"Burt Lancaster, Robert Ryan, Lee J. Cobb, Robert Duvall, Sheree North",Western,6.457,/88DTPi738IZD4epYGj58yCm3WTz.jpg,"Jered Maddox, el inflexible sheriff de Bannock (Nuevo México), antepone el cumplimiento de la ley a cualquier otra consideración. En una ocasión en que debe escoltar una caravana, algunos hombres borrachos matan a un anciano. Arrestarlos no será tarea fácil, ya que trabajan para Vincent Bronson, el cacique del lugar.",J
11040,Little Big Man,1970-12-23,Arthur Penn,"Dustin Hoffman, Faye Dunaway, Chief Dan George, Martin Balsam, Richard Mulligan","Western,Comedia,Aventura",7.453,/pLvUVqadEI9cPrRlTru6ee71EWU.jpg,"Poco convencional western que relata de forma retrospectiva (flash-back), las múltiples aventuras y peripecias vividas en el salvaje Oeste por Jack Crabbe, un anciano de 121 años que sobrevivió al general Custer y a la época de las guerras contra los indios.",K
43002,Lonely are the Brave,1962-04-26,David Miller,"Kirk Douglas, Gena Rowlands, Walter Matthau, Michael Kane, Carroll O'Connor","Drama,Western",7.4,/g6wKfhwGPsKgPI77ZiLhL6argMQ.jpg,"Nuevo México, 1953. Jack Burns, un vaquero amante de la libertad y de los horizontes abiertos, llega cabalgando al pueblo de Duke City. Su intención es liberar a su amigo Paul Bondi antes de que lo trasladen a una prisión estatal. Bondi, que ha sido condenado a dos años de cárcel por acoger en su casa a algunos mexicanos que han cruzado ilegalmente la frontera, es un escritor que dejó su vida aventurera para casarse. Jack visita a la esposa de su amigo para exponerle su plan, pero ella lo rechaza, porque cree que puede complicar todavía más la situación.",H
29715,Major Dundee,1965-03-15,Sam Peckinpah,"Charlton Heston, Richard Harris, Jim Hutton, James Coburn, Michael Anderson Jr.","Western,Bélica",6.645,/afdhdupMyfn3tDoL3XosgQF82gX.jpg,"Guerra de Secesión (1861-1865) El Fuerte Benlin, en Nuevo México, sufre un nuevo ataque de la banda de Sierra Charriba, un apache rebelde que, después de sus incursiones, se refugia en México. Esta vez se lleva como rehenes a tres niños. El mayor Amos Dundee, desobedeciendo las órdenes de sus superiores, recluta delincuentes, negros y prisioneros confederados para perseguir a los indios y rescatar a los niños; pero en México se interponen en su camino tropas francesas.",H
14674,Man of the West,1958-10-01,Anthony Mann,"Gary Cooper, Julie London, Lee J. Cobb, Arthur O'Connell, Jack Lord",Western,6.585,/fh9vTJ5mOkKK5nZ1LRhfvP5JrD7.jpg,"Arizona, 1874. Link Jones, un antiguo pistolero dedicado al bandidaje, se ha redimido y es un hombre regenerado y respetado por sus vecinos. Tanto es así, que, depositando toda su confianza en él, le han entregado seiscientos dólares destinados a contratar a una maestra para la escuela que piensan inaugurar. Con esta misión Link emprende un viaje en tren, pero inesperadamente el destino lo devuelve a su pasado, poniendo en peligro su reputación.",H
29005,McCabe & Mrs. Miller,1971-06-24,Robert Altman,"Warren Beatty, Julie Christie, René Auberjonois, William Devane, John Schuck","Western,Drama",7.164,/eQ9hDaTNpZ4wb7FWdqoJcOCJBve.jpg,"A principios del siglo XX, John McCabe, un hombre con un misterioso pasado, llega a Presbyterian Church, frío y solitario pueblo del Noroeste de Estados Unidos. Allí monta el primer prostíbulo de la ciudad, que consiste en una serie de viejas tiendas de campaña. Tiempo después, Constance Miller, madame del burdel, una inteligente mujer con mucho mundo, transforma el negocio de McCabe, en uno de los más famosos y prósperos de toda la región...",H
3088,My Darling Clementine,1946-10-17,John Ford,"Henry Fonda, Linda Darnell, Victor Mature, Cathy Downs, Walter Brennan","Western,Drama,Romance",7.446,/o7G5klSt9i8LQZdUNvrWUJbbxAO.jpg,"A Wyatt Earp (Henry Fonda), antiguo sheriff de Dodge City, le ofrecen el puesto de comisario de la ciudad de Tombstone, pero lo rechaza porque le interesa más el negocio ganadero al que se dedica con sus hermanos. Sin embargo, cuando uno de ellos muere asesinado, acepta el puesto vacante y nombra ayudantes a sus hermanos. Contará también con la amistad y la colaboración de un jugador y pistolero llamado Doc Holliday (Victor Mature).",G
